,tweet,id,lang,score,topic
30907,"I for one think more people should adopt a plant based diet. And when I say plant, I mean me. And when I say diet-",1.5091858955341087e+18,en,0.579317033290863,Plant based should be invested in
13006,"<MENTION> For sure. 

Although everyone can do it in their own way, within their means. Eating plant-based isn't necessary more expensive than eating animals (as long as you don't buy the processed meat alternatives). It can even be cheaper (I know from experience :) )",1.511690266268377e+18,en,0.5791133642196655,Plant based should be invested in
13983,"""Plant based"" is the new ""low fat"" 

‘greenwashing’ holds the largest potential to revive the food market, ever since the low-fat craze triggered a profitable model for light products via tech-fixing.",1.5117066778835395e+18,en,0.5761238932609558,Plant based should be invested in
30558,I am def learning to eat more plant based and its super nice. I def feel better on a plant based diet.,1.510435861837484e+18,en,0.5749081373214722,Plant based should be invested in
14172,"<MENTION> <MENTION> <MENTION> Explain how we feed the plants if we go totally towards a plant based diet? Artificial fertiliser? Expensive, in short supply already, more dependent on Russia than we already are and is more damaging to the environment. But yes, plant food is a nice idea 🙄",1.5116083851705508e+18,en,0.5742429494857788,Plant based should be invested in
13615,<MENTION> good plant. very based.,1.5118232618181427e+18,en,0.5730704069137573,Plant based should be invested in
30187,<MENTION> would that something be a plant-based diet plan?,1.5115374327302513e+18,en,0.5730037093162537,Plant based should be invested in
30596,"<MENTION> Yes. The definition of “plant based” is different than vegetarian or vegan. If you eat a specific food or a general diet that is “plant based” then the vast majority comes from plants, but a small percentage might not. Some wine has animal products used in manufacture.",1.5103484437677384e+18,en,0.5702459812164307,Plant based should be invested in
13651,"<MENTION> <MENTION> <MENTION> We can and must have a mixed approach with an emphasis on plant-based but with some ethical animal ag. That is what science recommends, see EAT Lancet report!",1.511812634256978e+18,en,0.568498969078064,Plant based should be invested in
30579,<MENTION> <MENTION> Strictly plant based is an awful idea.  Eat a well balanced diet and focus on hormone balancing,1.510386127043117e+18,en,0.5676177740097046,Plant based should be invested in
13279,<MENTION> <MENTION> Plant based everything?  Very fishy!  😳,1.5119937587657892e+18,en,0.5660077333450317,Plant based should be invested in
13732,<MENTION> Plant based products are not in my future. I want real meat. Cows are not a big influence on climate issues. People are the biggest influence.,1.5117913705493094e+18,en,0.563075065612793,Plant based should be invested in
13603,<MENTION> <MENTION> Based house plant. I won't stop at just one either,1.5118276773926502e+18,en,0.5622792840003967,Plant based should be invested in
30782,Should I switch to a plant based diet?,1.50975554821589e+18,en,0.5619766712188721,Plant based should be invested in
30876,"Plant based is a diet.

Veganism is doing the bare minimum to relieve animal suffering (and minimising your environmental impact on the planet)

Veganism isn’t a fucking diet.",1.5092779202080768e+18,en,0.5608669519424438,Plant based should be invested in
29790,<MENTION> I raise plants to sell at my local farmers market. 🌱,1.5117946134928916e+18,en,0.5607007741928101,Plant based should be invested in
14030,"<MENTION> A number of jurisdictions have mandated plant based rings. In the meantime, we cut them up.",1.5116916128789504e+18,en,0.5597658157348633,Plant based should be invested in
30916,"<MENTION> I have not tried plant based.  After experimenting I found sugar to be something that causes inflammation for me. So I try to keep a close eye on my carb intake. 

My body feels amazing on a keto diet, but it’s very hard to maintain. So I strive towards keto-ish",1.5091740297136988e+18,en,0.5590649843215942,Plant based should be invested in
30849,"And , I’m def heading towards that plant based diet only",1.509362375790637e+18,en,0.5588648319244385,Plant based should be invested in
14211,<MENTION> AHHH OMG!!!! Thank YOU for looking at all my plant based content!!! 🥺💕🌿🪴🌱🍃💚,1.5115821715630572e+18,en,0.5579195022583008,Plant based should be invested in
13613,"<MENTION> I'm plant based plus I eat from my poultry.
Have never been healthier 😊😊😊😊.

People won't get it. Plant based is cheap and healthier and tastier.",1.5118243416248934e+18,en,0.5571646690368652,Plant based should be invested in
13745,"<MENTION> Someday, grocery stores will be all plant-based. 💭 Dreams can come true!!",1.5117870793734963e+18,en,0.5565091371536255,Plant based should be invested in
13753,"<MENTION> Oh I totally agree. Clarence just means they're not selling it. I live in a steak eater City oh, no one interested in plant-based unless it's health food",1.5117853697124024e+18,en,0.5561320185661316,Plant based should be invested in
30803,"<MENTION> Go vegetarian if your tryna diet.

Or if you wanna go plant based start replacing certain things with plant based items and then go full plant based.",1.5096303486399447e+18,en,0.5539453625679016,Plant based should be invested in
13786,"<MENTION> No - plant based diets ARE optimal. I think that saying plant exclusive diets are optimal and presenting them as optimal is not accurate. 

However there are many co-benefits which health professionals should start to elucidate with patients. Environmental, land use, etc.",1.5117736557761987e+18,en,0.553493320941925,Plant based should be invested in
14203,I get that eating plant based also helps the environment and that’s a great plus in addition to the health benefits. Eating a couple of meals a week that aren’t isn’t doing nearly as much as the corporations that refuse to cut down single use plastic.,1.5115892862267187e+18,en,0.5508865118026733,Plant based should be invested in
13634,<MENTION> love this. I dream of a world where the food aisles don't have to be labelled plant-based because they only contain real food and not animal products,1.5118189814889308e+18,en,0.5490208864212036,Plant based should be invested in
30500,<MENTION> <MENTION> <MENTION> There have been a number of studies that have shown that plant-based can be beneficial to the environment. I'm sure there are studies that say otherwise because that's generally how these things go. What you can't refute is the unnecessary suffering and killing YOUR diet causes.,1.510693783440175e+18,en,0.5477570295333862,Plant based should be invested in
14107,<MENTION> <MENTION> <MENTION> Switch to plant based diets to reduce food costs and benefit climate,1.5116599217496678e+18,en,0.5476331114768982,Plant based should be invested in
13646,"<MENTION> <MENTION> <MENTION> ""Internet sources"" can say absolutely anything! Look, I don't disagree that different people use the words differently but in my experience plant-based tends to mean plant-exclusive. Otherwise there is plant-rich, plant-curious, 'planet-based', plant-forward, plant-dominant...",1.5118146557144637e+18,en,0.5473001599311829,Plant based should be invested in
30683,"<MENTION> <MENTION> Can you survive with plant based diet where 100% of produce is organic, and zero pesticides/insecticides used????",1.510056755803435e+18,en,0.5469495058059692,Plant based should be invested in
13504,<MENTION> <MENTION> <MENTION> Luckily we know that plant based diets are associated with health and longevity.,1.5118638484452598e+18,en,0.5434155464172363,Plant based should be invested in
30504,Experience with plant based diet/lifestyle?,1.5106751241812173e+18,en,0.5431535840034485,Plant based should be invested in
30598,Bought a book about a plant based diet. Hopefully I follow through.,1.510341348326523e+18,en,0.5428367853164673,Plant based should be invested in
13977,<MENTION> <MENTION> <MENTION> “plant based agriculture” you mean the soybeans that are grown to feed livestock?,1.5117102733207552e+18,en,0.5427683591842651,Plant based should be invested in
30482,We all would be able to thrive on a plantbased diet (plant based meaning Whole Foods) just have to know how to tweak it to YOU.,1.5107644611912212e+18,en,0.5426356792449951,Plant based should be invested in
